"gender","genderID","ethnicity","citizen","English","Exam1","Exam2","attraction","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexual_orientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","InnocentVsGuilty","sexVsLove","attendance","version"
"Female","Female","Black","Yes","Yes",57,41,50,"Uncertain",4,4,4,"straight","Yes",13,"No","No","No",9,9,2,0,0,1,2,6,7,"Yes - I already have",3,"Always Legal","Yes","March","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",94,98,50,"No",5,5,5,"straight","Yes",13,"No","No","No",4,4,8,5,5,1,2,5,8,"Yes - I already have",2,"Illegal most of the time","Yes","July","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","No","No",95,96,50,"Uncertain",0,5,5,"straight","Yes",4,"No","No","No",10,10,0,0,10,1,1,10,0,"Yes - I already have",2,"Always Legal","No","December","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","funeral",2
"Male","Male","East Asian","No","No",94,91,40,"Uncertain",0,0,0,"straight","Yes",6,"No","No","No",0,0,8,0,0,1,3,10,10,"Yes - I would",0,"Neutral","No","January","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","South Asian","Yes","Yes",90,85,15,"No",3,2,3,"straight","Yes",7,"No","No","No",8,9,2,2,2,0,0,8,5,"Yes - I would",2,"Always Legal","Yes","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Hispanic","Yes","No",76,82,15,"No",2,3,3,"bi","No",15,"No","Yes","Yes",1,2,7,0,0,2,2,3,7,"Yes - I already have",3,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",84,84,20,"No",3,3,6,"straight","Yes",10,"No","No","No",9,9,1,0,0,1,1,6,3,"Yes - I already have",3,"Always Legal","No","July","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","East Asian","No","No",81,83,30,"Uncertain",0,5,5,"straight","Yes",13,"No","No","No",2,2,2,9,7,0,0,3,2,"Yes - I would",2,"Always Legal","Yes","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",70,92,10,"Yes",0,0,3,"straight","Yes",5,"No","No","No",10,10,2,0,0,2,1,6,0,"Yes - I already have",3,"Always Legal","Yes","February","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","South Asian","No","No",90,61,40,"No",8,2,7,"bi","No",8,"No","No","No",5,4,7,0,0,0,0,7,3,"Yes - I would",4,"Legal most of the time","No","April","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",66,91,30,"Uncertain",6,4,2,"straight","Yes",8,"Yes","Yes","No",8,10,2,10,10,5,1,8,7,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","Yes",90,90,50,"Yes",9,8,8,"straight","Yes",14,"No","No","No",7,6,7,8,8,15,7,8,8,"No",6,"Legal most of the time","Yes","September","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","South Asian","Yes","No",99,100,5,"Uncertain",2,4,5,"straight","Yes",2,"No","No","No",3,3,8,10,0,0,0,7,8,"Yes - I would",2,"Always Legal","No","March","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","South Asian","No","No",94,94,30,"Yes",5,5,4,"straight","Yes",10,"No","No","No",4,2,6,5,3,1,1,10,9,"Yes - I would",2,"Neutral","No","October","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",72,78,5,"No",1,4,8,"straight","Yes",11,"Yes","No","No",7,6,4,0,0,1,1,6,0,"Yes - I already have",0,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",69,85,30,"Uncertain",7,3,7,"straight","Yes",5,"No","No","Yes",9,9,3,0,0,11,1,8,8,"Yes - I already have",6,"Illegal most of the time","Yes","July","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Male","Male","South Asian","Yes","Yes",93,92,40,"Uncertain",7,6,5,"straight","Yes",8,"No","No","No",0,0,10,10,4,0,0,5,10,"Unsure",2,"Illegal most of the time","Yes","March","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",79,97,5,"Uncertain",8,2,3,"straight","Yes",5,"No","No","No",1,1,9,3,3,2,1,8,6,"Yes - I already have",4,"Legal most of the time","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",82,94,45,"No",5,0,10,"straight","Yes",6,"No","No","No",8,8,3,0,0,0,0,7,3,"Yes - I would",4,"Always Legal","No","January","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","East Asian","No","No",97,93,10,"Yes",1,1,1,"straight","Yes",3,"Yes","No","No",9,3,5,0,0,2,5,4,1,"Yes - I already have",3,"Illegal most of the time","No","February","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","No","No",78,94,25,"No",4,7,7,"straight","Yes",5,"No","No","No",3,6,7,7,3,1,1,10,3,"Yes - I already have",2,"Neutral","No","January","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","Black","Yes","Yes",79,82,45,"Yes",8,5,5,"straight","Yes",5,"No","No","No",10,10,1,6,4,2,1,7,2,"Yes - I already have",4,"Illegal most of the time","Yes","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","East Asian","No","No",92,98,50,"Uncertain",0,5,7,"straight","Yes",2,"No","No","No",10,10,0,0,0,0,0,7,2,"Yes - I would",0,"Always Legal","Yes","September","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","Yes","Yes",81,87,30,"No",8,0,5,"straight","Yes",5,"No","No","Yes",10,10,0,0,0,1,1,0,10,"Yes - I would",3,"Legal most of the time","No","July","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","East Asian","No","No",92,98,35,"No",8,5,7,"straight","Yes",2,"No","No","No",5,8,2,5,5,1,2,10,10,"No",3,"Illegal most of the time","No","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","South Asian","Yes","Yes",89,95,0,"Yes",10,6,6,"straight","Yes",2,"No","No","No",6,5,2,5,6,0,1,6,7,"No",2,"Neutral","Yes","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","East Asian","No","No",90,88,5,"No",0,4,3,"straight","Yes",5,"No","No","No",0,0,10,0,4,2,3,10,10,"Yes - I would",2,"Always Legal","No","April","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","East Asian","No","No",88,87,20,"Uncertain",1,4,7,"straight","Yes",6,"No","No","No",8,7,10,6,3,0,2,8,8,"Unsure",2,"Always Legal","No","March","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",86,94,30,"No",1,3,3,"straight","Yes",2,"No","No","No",9,10,2,0,0,9,2,10,10,"Yes - I already have",3,"Always Legal","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Yes",96,87,5,"No",7,2,2,"straight","Yes",5,"No","No","Yes",8,8,2,0,0,4,0,2,5,"Yes - I already have",2,"Legal most of the time","No","July","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",88,88,25,"No",4,4,10,"straight","Yes",5,"No","No","No",7,6,2,0,0,4,4,3,2,"Yes - I already have",4,"Always Legal","Yes","March","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Love","wedding",1
"Female","Female","East Asian","Yes","Yes",95,84,5,"No",0,0,6,"straight","Yes",7,"No","Yes","No",8,8,8,0,0,1,0,5,5,"Yes - I already have",2,"Always Legal","No","March","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Hispanic","Yes","No",38,66,45,"Uncertain",3,3,5,"straight","Yes",8,"No","No","Yes",8,8,2,0,0,4,1,7,10,"Yes - I already have",3,"Always Legal","No","September","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",94,92,10,"No",5,2,5,"straight","Yes",5,"No","Yes","Yes",5,5,6,0,0,1,2,8,0,"Yes - I already have",2,"Always Legal","No","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","Yes",95,96,5,"Uncertain",3,2,4,"straight","Yes",5,"No","No","No",7,8,3,0,0,2,2,6,3,"Yes - I already have",1,"Always Legal","No","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","Yes",88,94,25,"Uncertain",7,4,4,"straight","Yes",6,"No","No","No",7,6,1,2,2,0,0,4,2,"Unsure",2,"Always Legal","Yes","January","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Other","Yes","Yes",96,98,40,"No",3,2,4,"straight","Yes",12,"Yes","Yes","Yes",6,6,3,0,0,2,0,5,5,"Yes - I already have",0,"Legal most of the time","Yes","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",98,90,20,"No",7,5,8,"straight","Yes",10,"No","No","No",3,3,8,0,0,3,1,7,2,"Yes - I already have",2,"Always Legal","No","March","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",79,70,15,"No",6,3,8,"straight","Yes",8,"No","No","No",9,10,4,0,0,0,0,6,6,"Yes - I would",4,"Illegal most of the time","No","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Black","Yes","Yes",89,90,10,"Uncertain",1,5,5,"straight","Yes",6,"No","No","No",2,2,8,5,5,5,3,10,5,"Yes - I already have",2,"Neutral","No","July","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","East Asian","No","No",97,98,20,"Uncertain",5,7,5,"straight","Yes",16,"Yes","No","No",5,7,6,10,10,0,0,0,5,"Yes - I would",2,"Always Legal","No","November","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","Yes","Yes",82,82,10,"Uncertain",7,5,5,"straight","Yes",5,"No","No","No",0,0,10,10,10,0,0,2,10,"No",3,"Neutral","No","July","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","Yes","No",94,90,10,"Uncertain",5,6,7,"straight","Yes",7,"No","No","No",2,3,10,5,5,0,0,5,5,"Unsure",2,"Neutral","No","November","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","South Asian","Yes","Yes",91,95,10,"No",0,3,8,"straight","Yes",5,"No","No","Yes",7,7,4,0,0,1,0,7,2,"Yes - I already have",0,"Always Legal","No","November","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",93,97,5,"Uncertain",9,5,8,"straight","Yes",2,"No","No","No",2,2,9,5,2,1,1,7,8,"Yes - I already have",3,"Legal most of the time","Yes","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Hispanic","Yes","Yes",78,77,20,"No",0,7,3,"straight","Yes",7,"No","No","No",2,5,7,0,0,4,2,8,2,"Yes - I already have",1,"Always Legal","Yes","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Other","Yes","Yes",80,76,50,"No",6,6,8,"straight","Yes",7,"No","Yes","No",8,8,3,5,5,35,4,8,2,"Yes - I already have",2,"Legal most of the time","Yes","May","No preference","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",81,87,25,"No",0,0,2,"straight","Yes",11,"No","Yes","Yes",8,8,2,0,0,2,1,8,7,"Yes - I already have",0,"Always Legal","No","December","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",83,90,20,"Yes",3,3,3,"straight","Yes",6,"No","No","No",1,1,8,5,5,9,0,10,10,"Yes - I already have",3,"Always Legal","Yes","November","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Yes",91,99,5,"No",6,3,5,"straight","Yes",4,"No","No","No",4,3,8,5,5,0,0,7,7,"Unsure",2,"Legal most of the time","No","June","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Yes",90,96,50,"Uncertain",0,1,4,"straight","Yes",13,"No","No","Yes",5,5,6,0,0,0,0,3,1,"Yes - I would",1,"Always Legal","Yes","May","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",88,83,15,"Uncertain",9,5,5,"straight","Yes",2,"No","No","No",10,10,0,8,9,1,1,5,3,"Yes - I already have",3,"Legal most of the time","Yes","August","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","East Asian","No","No",95,94,80,"Yes",0,5,5,"straight","Yes",10,"No","No","No",9,9,2,5,6,2,0,5,5,"Unsure",2,"Legal most of the time","Yes","November","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","Yes",97,89,50,"No",5,2,3,"straight","Yes",2,"No","No","No",2,2,8,2,0,0,0,8,7,"Yes - I would",4,"Always Legal","No","January","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","East Asian","No","No",65,89,50,"No",0,0,3,"bi","Some do",15,"Yes","Yes","No",4,5,5,0,0,3,5,5,8,"Yes - I already have",2,"Always Legal","No","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","White","Yes","Yes",86,95,30,"Uncertain",5,5,5,"straight","Yes",2,"No","No","No",5,3,5,10,0,23,0,10,8,"Yes - I already have",2,"Neutral","Yes","September","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Black","Yes","Yes",52,71,50,"No",7,5,5,"gay/lesbian","Yes",16,"No","Yes","Yes",4,4,3,0,0,1,1,0,10,"Yes - I would",3,"Always Legal","Yes","April","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",93,93,25,"Yes",7,3,5,"straight","Yes",5,"No","No","No",0,0,10,0,0,0,0,10,3,"Yes - I would",2,"Legal most of the time","No","March","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","East Asian","Yes","Yes",81,98,30,"Uncertain",0,8,5,"straight","Yes",5,"No","No","No",0,0,10,6,6,0,1,7,9,"Unsure",0,"Always Legal","No","December","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","White","Yes","Yes",83,81,40,"Yes",4,7,9,"gay/lesbian","Yes",9,"No","Yes","No",3,3,0,0,0,14,0,7,10,"Yes - I already have",5,"Illegal most of the time","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","East Asian","Yes","Yes",75,88,75,"No",3,3,4,"straight","Yes",12,"No","No","Yes",10,10,1,0,0,0,0,6,10,"Yes - I would",0,"Always Legal","Yes","May","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",95,96,40,"No",2,4,6,"straight","Yes",6,"No","No","No",7,8,3,1,3,1,1,8,5,"Yes - I already have",2,"Legal most of the time","No","October","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","East Asian","Yes","Yes",87,95,30,"No",5,3,3,"straight","Yes",5,"No","No","No",5,6,3,0,0,2,1,7,10,"Yes - I already have",2,"Always Legal","No","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","East Asian","No","No",91,96,40,"No",6,3,8,"straight","Yes",8,"No","Yes","No",3,2,8,0,0,1,2,8,8,"Yes - I already have",2,"Always Legal","Yes","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","Yes",91,95,10,"No",0,2,8,"straight","Yes",10,"No","No","No",5,3,8,0,0,2,3,4,8,"Yes - I already have",2,"Always Legal","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Hispanic","Yes","No",87,91,20,"Uncertain",9,5,1,"straight","Yes",12,"No","No","No",8,7,3,5,5,5,0,5,8,"Yes - I already have",2,"Illegal most of the time","Yes","December","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","Yes","No",95,92,10,"No",0,2,3,"straight","Yes",12,"No","No","No",2,4,8,0,0,1,1,7,8,"Yes - I already have",2,"Always Legal","No","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",76,92,25,"No",5,0,2,"straight","Yes",11,"No","Yes","No",9,9,0,0,0,4,0,9,1,"Yes - I already have",2,"Always Legal","No","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Black","Yes","Yes",81,92,50,"No",2,4,3,"straight","Yes",10,"No","No","No",7,7,3,3,10,25,1,7,7,"Yes - I already have",3,"Always Legal","No","October","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","White","Yes","Yes",72,93,20,"No",0,5,8,"straight","Yes",2,"No","No","No",7,10,0,2,2,4,2,7,4,"Yes - I already have",3,"Legal most of the time","No","August","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Black","Yes","Yes",81,85,65,"No",7,8,4,"straight","Yes",2,"No","No","No",7,7,4,0,0,7,1,9,10,"Yes - I already have",4,"Neutral","No","April","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","East Asian","No","No",87,93,50,"Uncertain",0,5,5,"straight","Yes",10,"No","No","No",0,0,10,2,2,5,3,7,5,"Yes - I would",1,"Legal most of the time","Yes","December","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",96,100,10,"Uncertain",3,5,7,"straight","Yes",2,"No","No","No",8,7,3,0,0,1,1,7,9,"Yes - I already have",2,"Always Legal","No","June","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","Yes",68,83,30,"No",7,5,5,"straight","Yes",7,"No","No","No",3,3,8,2,2,3,1,8,8,"Yes - I already have",3,"Neutral","No","October","Over","WAD","Burger King","Burger King","Innocent Executed","No Love","funeral",2
"Male","Male","White","Yes","Yes",91,93,50,"No",0,0,0,"other","Yes",16,"No","Yes","No",6,6,10,0,0,6,3,9,7,"Yes - I already have",2,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",75,70,50,"No",4,0,3,"straight","Yes",13,"No","No","No",3,3,8,0,0,0,0,6,8,"Yes - I would",0,"Legal most of the time","Yes","July","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","East Asian","Yes","Yes",82,90,100,"Uncertain",3,5,5,"straight","Yes",2,"No","No","No",0,0,10,5,5,0,0,5,5,"Unsure",2,"Illegal most of the time","No","August","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","East Asian","No","No",97,100,80,"No",4,2,5,"straight","Yes",5,"No","No","No",5,2,8,0,0,0,0,8,8,"Yes - I would",0,"Always Legal","No","October","Under","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","East Asian","No","No",93,98,5,"Uncertain",2,5,5,"straight","Yes",14,"No","No","No",5,5,5,7,3,0,0,0,0,"Unsure",2,"Neutral","Yes","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","Yes",79,68,5,"No",2,5,5,"straight","Yes",5,"No","No","No",5,5,8,0,0,2,2,10,5,"Yes - I already have",3,"Always Legal","No","March","No preference","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","Hispanic","Yes","Yes",63,93,55,"No",10,5,5,"straight","Yes",2,"No","No","No",8,7,1,0,0,0,1,2,8,"No",2,"Neutral","No","August","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Yes",97,96,20,"No",5,6,7,"straight","Yes",5,"No","No","No",8,8,2,3,3,0,0,10,3,"Yes - I would",2,"Legal most of the time","Yes","May","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",69,79,10,"No",2,3,4,"straight","Yes",12,"No","No","Yes",3,4,5,0,0,0,1,6,5,"Unsure",2,"Illegal most of the time","Yes","January","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Hispanic","Yes","No",68,74,45,"Uncertain",6,5,5,"straight","Yes",2,"No","No","No",0,0,10,10,0,10,4,10,9,"Yes - I already have",2,"Illegal most of the time","No","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Male","Male","White","Yes","Yes",89,94,10,"No",5,7,5,"straight","Yes",2,"No","No","No",1,1,10,8,8,2,1,7,8,"Yes - I already have",3,"Illegal most of the time","Yes","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Yes",79,88,25,"Uncertain",5,6,7,"straight","Yes",4,"No","No","No",3,3,9,7,4,8,2,4,8,"Yes - I already have",2,"Neutral","No","April","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","No",60,80,20,"No",3,5,7,"straight","Yes",2,"No","Yes","No",5,7,2,0,0,3,1,7,10,"Yes - I already have",3,"Always Legal","Yes","October","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","South Asian","Yes","No",95,99,10,"No",0,0,5,"straight","Yes",6,"No","No","No",0,3,7,0,0,0,0,8,4,"Yes - I would",2,"Always Legal","No","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",84,77,35,"No",4,3,6,"straight","Yes",13,"No","Yes","Yes",8,9,2,0,0,1,3,7,3,"Yes - I already have",3,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","Yes",92,88,25,"Uncertain",0,5,5,"straight","Yes",5,"No","No","No",8,8,2,8,8,1,1,9,1,"Yes - I already have",0,"Always Legal","No","November","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Male","Male","East Asian","No","No",90,78,5,"Uncertain",0,3,5,"straight","Yes",18,"No","No","No",5,5,5,5,5,0,1,0,2,"Yes - I would",1,"Always Legal","Yes","July","No preference","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","East Asian","Yes","Yes",97,88,20,"Uncertain",0,4,5,"straight","Yes",9,"No","No","Yes",7,7,3,0,0,1,0,7,0,"Yes - I already have",2,"Legal most of the time","No","September","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Yes",86,82,5,"Uncertain",7,1,4,"straight","Yes",4,"No","No","Yes",10,10,1,0,0,2,2,7,7,"Yes - I already have",3,"Always Legal","No","May","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","Yes",89,86,15,"Yes",5,6,6,"straight","Yes",2,"No","No","No",10,10,1,0,2,2,1,8,8,"Yes - I already have",2,"Always Legal","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Yes",52,41,25,"No",6,1,5,"straight","Yes",5,"No","No","No",7,7,2,2,2,0,0,8,8,"Unsure",3,"Always Legal","No","February","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",93,96,5,"Uncertain",4,5,5,"straight","Yes",4,"No","No","No",1,2,9,4,3,0,2,3,7,"Yes - I would",3,"Neutral","Yes","November","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","East Asian","No","No",98,98,50,"No",3,7,7,"straight","Yes",14,"Yes","Yes","No",0,0,0,0,0,2,2,2,8,"Yes - I would",2,"Neutral","No","July","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","No",98,93,10,"No",0,5,5,"straight","Yes",8,"No","No","No",8,8,3,3,6,0,0,3,3,"Yes - I would",2,"Always Legal","No","December","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",96,97,5,"No",4,2,6,"straight","Yes",8,"No","No","No",8,9,2,1,2,1,0,8,5,"Yes - I already have",3,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Black","Yes","Yes",88,92,80,"Yes",9,2,3,"straight","Yes",3,"No","No","No",8,8,2,0,0,3,0,10,10,"Yes - I already have",0,"Always Legal","No","July","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","Yes",82,98,25,"Uncertain",0,5,5,"straight","Yes",14,"No","No","No",5,6,8,0,0,1,2,9,5,"Yes - I already have",0,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Other","Yes","No",73,83,5,"Uncertain",6,5,5,"straight","Yes",2,"No","No","No",3,3,8,5,5,1,0,8,9,"Yes - I already have",4,"Illegal most of the time","Yes","November","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","Yes",91,94,30,"No",7,8,8,"straight","Yes",5,"No","Yes","No",7,8,5,0,0,4,1,9,7,"No",4,"Neutral","Yes","December","No preference","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",82,89,20,"No",6,3,9,"straight","Yes",12,"No","No","No",2,2,9,0,0,2,2,7,4,"Yes - I already have",2,"Legal most of the time","Yes","August","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
