"gender","genderID","greek","homeTown","ethnicity","religion","religious","likeMath","calculus","ACT","GPA","partyHr","drinks","sexPartners","relationships","callParents","socialMedia","texts","goodOrWell","expectedIncome","president","DACA","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career"
"Male","Male","No","Medium City","East Asian","Atheist",0,8,"Yes",31,3.3,2,0,0,2,2,3,5,6,100,"Not eligible to vote",6,5,"Other",8,8,5,100,7
"Male","Male","Yes","Big City","Hispanic","Christian",3,6,"No",21,2.1,5,7,2,1,5,5,6,5,200,"Hillary Clinton",0,0,"Democratic",7,10,0,10,6
"Female","Female","No","Small Town","Black","Christian",6,5,"No",23,3.8,0,0,0,0,1,2,7,7,150,"Hillary Clinton",0,0,"Democratic",4,4,10,100,5
"Female","Female","No","Big City Subrub","East Asian","Religious but not one of the above",3,3,"Yes",33,3.6,4,0,1,1,10,3,5,3,100,"Not eligible to vote",5,5,"Other",5,4,0,100,6
"Male","Male","No","Big City","Hispanic","Religious but not one of the above",5,2,"Yes",23,3.7,4,7,5,6,3,10,7,5,60,"Not eligible to vote",0,0,"Democratic",5,9,0,0,5
"Female","Female","No","Big City Subrub","South Asian","Buddhist",6,5,"Yes",33,3.8,12,7,11,8,10,8,10,6,20,"Chose not to vote",3,7,"Independent",5,4,15,60,6
"Male","Male","No","Small Town","East Asian","Agnostic",1,3,"Yes",30,2.8,2,2,0,0,1,0,3,8,60,"Hillary Clinton",2,5,"Democratic",5,8,0,0,6
"Female","Female","No","Big City","Hispanic","Christian",7,6,"Yes",28,3.6,0,0,0,0,2,2,6,3,198,"Not eligible to vote",5,4,"Democratic",4,10,0,40,3
"Male","Male","No","Medium City","East Asian","Religious but not one of the above",5,5,"Yes",25,3,1,5,10,10,9,7,11,7,5,"Hillary Clinton",7,6,"Republican",6,7,40,60,6
"Male","Male","No","Big City","Hispanic","Christian",7,7,"Yes",29,3,0,1,2,1,1,1,3,7,90,"Hillary Clinton",7,5,"Other",5,9,0,100,7
"Male","Male","Yes","Big City","White","Jewish",1,7,"Yes",25,2.5,6,12,2,1,2,2,5,8,150,"Hillary Clinton",0,4,"Democratic",3,8,0,90,1
"Female","Female","Yes","Big City Subrub","White","Christian",9,4,"Yes",27,3.1,15,10,8,0,9,5,3,5,900,"Donald Trump",2,4,"Independent",4,4,10,50,5
"Male","Male","No","Big City","East Asian","Atheist",2,4,"Yes",29,4,2,3,5,3,6,2,10,6,80,"Not eligible to vote",0,4,"Democratic",5,8,0,100,3
"Male","Male","Yes","Big City Subrub","White","Jewish",8,6,"Yes",26,3.5,7,20,2,1,5,4,6,5,100,"Donald Trump",7,8,"Republican",4,6,0,0,0
"Female","Female","No","Big City","Hispanic","Agnostic",3,0,"No",20,2,4,3,6,3,4,10,1,5,40,"Not eligible to vote",0,0,"Democratic",5,6,0,10,5
"Male","Male","No","Medium City","East Asian","Atheist",0,9,"Yes",35,4,2,1,0,0,1,1,4,1,400,"Not eligible to vote",2,3,"Democratic",6,7,0,90,2
"Female","Female","Yes","Small Town","East Asian","Agnostic",0,5,"Yes",32,3.8,16,40,3,1,0,3,7,7,800,"Not eligible to vote",0,2,"Democratic",3,4,0,100,9
"Male","Male","Yes","Small Town","White","Agnostic",3,6,"Yes",36,3.4,5,10,10,2,1,3,4,10,150,"Chose not to vote",0,5,"Independent",2,6,0,20,5
"Male","Male","No","Big City Subrub","East Asian","Atheist",1,4,"Yes",31,3.3,0,0,4,0,2,1,4,9,200,"Hillary Clinton",5,5,"Other",3,3,30,100,4
"Female","Female","Yes","Big City Subrub","East Asian","Religious but not one of the above",5,8,"Yes",32,3.7,20,10,1,1,10,1,7,5,2000,"Not eligible to vote",0,3,"Democratic",4,8,0,100,7
"Male","Male","No","Medium City","East Asian","Religious but not one of the above",5,6,"Yes",31,3.5,3,7,2,1,1,5,3,8,212,"Hillary Clinton",0,3,"Democratic",5,8,10,100,7
"Female","Female","No","Small Town","White","Christian",7,1,"No",27,3.8,12,20,0,1,2,3,7,4,100,"Not eligible to vote",6,9,"Republican",5,8,0,100,5
"Female","Female","No","Big City Subrub","White","Christian",5,8,"Yes",25,3.9,6,4,0,1,1,3,4,5,70,"Not eligible to vote",0,5,"Republican",4,8,0,80,6
"Female","Female","Yes","Big City","White","Christian",5,9,"Yes",28,3.6,20,32,2,0,2,3,10,5,40,"Not eligible to vote",0,6,"Democratic",3,9,20,30,7
"Male","Male","No","Big City Subrub","East Asian","Atheist",0,3,"No",30,3.4,5,0,3,2,5,3,4,2,20,"Chose not to vote",3,1,"Other",5,6,0,90,5
"Female","Female","No","Small Town","White","Agnostic",0,8,"Yes",25,3.2,2,3,2,1,1,8,5,5,90,"Hillary Clinton",0,0,"Democratic",7,6,0,90,8
"Male","Male","No","Big City Subrub","White","Agnostic",0,7,"Yes",32,3.5,0,2,0,1,5,3,3,5,100,"Not eligible to vote",0,3,"Independent",6,3,0,100,3
"Female","Female","No","Big City Subrub","Black","Christian",8,0,"No",21,3,10,0,1,2,5,6,5,0,100,"Not eligible to vote",0,2,"Democratic",5,10,20,100,7
"Female","Female","No","Big City Subrub","White","Christian",4,6,"Yes",29,3.6,0,0,0,1,2,2,3,6,100,"Hillary Clinton",0,2,"Democratic",9,6,5,100,0
"Male","Male","No","Big City","Black","Religious but not one of the above",7,6,"Yes",19,3.7,2,0,0,2,3,4,2,8,100,"Hillary Clinton",0,0,"Democratic",5,10,5,20,10
"Female","Female","Yes","Medium City","Hispanic","Religious but not one of the above",5,0,"No",19,3,8,5,1,1,7,5,2,4,41,"Hillary Clinton",0,0,"Democratic",5,10,0,20,10
"Male","Male","No","Big City Subrub","Hispanic","Agnostic",0,0,"No",23,2.9,10,40,5,1,1,2,1,7,100,"Jill Stein",0,1,"Democratic",2,7,0,30,8
"Male","Male","No","Big City Subrub","South Asian","Hindu",4,5,"Yes",35,3.9,2,3,0,0,7,1,5,8,175,"Not eligible to vote",2,4,"Independent",4,9,0,100,8
"Female","Female","Yes","Big City Subrub","White","Christian",5,4,"Yes",28,3.4,6,8,0,0,6,2,9,5,150,"Chose not to vote",0,1,"Democratic",5,5,0,100,5
"Male","Male","Yes","Big City Subrub","East Asian","Agnostic",0,7,"Yes",32,3.1,1,3,0,0,0,2,3,5,200,"Hillary Clinton",4,4,"Democratic",5,5,0,0,5
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",6,4,"No",20,2.6,13,2,0,1,1,4,5,5,35,"Hillary Clinton",0,8,"Democratic",5,7,0,0,4
"Female","Female","Yes","Big City Subrub","White","Agnostic",3,5,"No",26,3.6,7,6,1,1,5,3,8,7,90,"Hillary Clinton",1,4,"Democratic",5,10,5,100,9
"Male","Male","No","Medium City","East Asian","Religious but not one of the above",6,7,"No",34,3.8,5,6,0,1,0,8,10,0,99999,"Not eligible to vote",10,2,"Other",8,9,0,100,4
"Male","Male","Yes","Big City Subrub","Other","Christian",7,8,"Yes",22,3.5,6,20,0,0,9,3,2,7,100,"Hillary Clinton",5,6,"Independent",6,4,0,60,3
"Female","Female","No","Big City","East Asian","Atheist",0,4,"No",24,3.7,3,6,0,0,4,7,3,6,100,"Not eligible to vote",0,5,"Independent",4,10,0,100,6
"Female","Female","No","Big City Subrub","East Asian","Atheist",5,7,"Yes",33,3.9,0,0,1,1,1,6,7,5,200,"Not eligible to vote",5,5,"Other",5,8,10,90,7
"Male","Male","No","Big City Subrub","White","Christian",8,8,"Yes",35,3.9,18,4,1,0,4,4,10,2,300,"Not eligible to vote",8,9,"Libertarian",7,4,0,100,8
"Male","Male","No","Big City Subrub","White","Jewish",0,6,"Yes",34,3.7,1,1,0,0,1,2,4,3,80,"Hillary Clinton",0,1,"Democratic",7,9,5,90,7
"Female","Female","No","Big City Subrub","White","Christian",5,8,"Yes",28,3,15,10,2,1,4,10,5,8,70,"Hillary Clinton",0,5,"Democratic",0,10,20,40,10
"Female","Female","No","Big City Subrub","White","Jewish",3,1,"No",28,3.4,8,8,15,1,6,3,20,2,70,"Not eligible to vote",0,2,"Democratic",5,7,0,100,8
"Male","Male","No","Big City Subrub","East Asian","Christian",0,7,"Yes",22,3.7,10,8,9,5,11,7,6,9,122,"Hillary Clinton",5,4,"Libertarian",4,5,30,50,3
"Female","Female","No","Big City Subrub","White","Christian",4,1,"No",26,3.2,4,0,0,1,6,1,2,0,100,"Hillary Clinton",0,1,"Democratic",5,7,0,0,9
"Female","Female","No","Big City","Hispanic","Christian",5,3,"Yes",21,3.9,0,0,0,0,3,1,3,5,100,"Not eligible to vote",0,4,"Other",0,5,0,10,0
"Female","Female","No","Big City Subrub","White","Christian",9,9,"Yes",24,4,1,0,1,1,3,1,5,6,100,"Not eligible to vote",5,5,"Republican",0,10,10,50,2
"Female","Female","No","Big City","Black","Christian",10,0,"No",20,3,6,1,3,1,6,10,2,0,100,"Hillary Clinton",0,10,"Democratic",5,9,5,0,7
"Female","Female","No","Big City","East Asian","Atheist",2,2,"Yes",31,3.7,1,0,0,2,3,7,3,4,8,"Hillary Clinton",1,5,"Other",3,8,0,100,5
"Male","Male","No","Big City Subrub","East Asian","Christian",2,5,"Yes",29,3.5,2,1,0,1,40,2,5,5,99999,"Not eligible to vote",5,5,"Other",5,4,0,100,3
"Female","Female","Yes","Big City Subrub","White","Jewish",5,4,"No",32,3.9,4,2,0,1,6,8,5,8,97,"Donald Trump",7,5,"Republican",4,10,0,100,10
"Female","Female","No","Small Town","Other","Agnostic",3,3,"No",27,3.4,0,0,0,0,1,2,2,5,100,"Gary Johnson",2,5,"Other",5,3,0,100,1
"Male","Male","Yes","Big City Subrub","Other","Christian",1,10,"Yes",28,3.7,12,30,6,1,1,1,10,10,600,"Chose not to vote",5,8,"Republican",0,9,15,90,7
"Female","Female","No","Big City","Black","Christian",3,1,"No",30,3.6,0,0,1,2,8,3,5,5,80,"Hillary Clinton",0,0,"Democratic",5,9,10,100,10
"Male","Male","No","Medium City","White","Christian",2,5,"Yes",27,3.8,8,12,2,3,0,2,8,7,100,"Not eligible to vote",2,4,"Independent",3,10,5,50,2
"Female","Female","No","Big City","Black","Christian",5,5,"Yes",20,2.5,3,1,0,3,5,2,4,5,185,"Hillary Clinton",0,7,"Democratic",5,10,10,40,9
"Female","Female","No","Big City Subrub","White","Christian",4,8,"Yes",25,4,4,1,0,1,3,1,2,8,100,"Not eligible to vote",4,3,"Democratic",5,3,10,80,4
"Female","Female","Yes","Big City Subrub","East Asian","Christian",5,5,"Yes",30,4,5,0,1,1,2,4,18,3,90000,"Hillary Clinton",1,0,"Other",1,2,10,10,1
"Female","Female","No","Big City","East Asian","Buddhist",4,5,"Yes",30,2.9,2,3,0,0,2,5,5,10,100,"Not eligible to vote",0,0,"Democratic",3,9,0,100,3
"Female","Female","Yes","Big City Subrub","White","Christian",4,6,"No",24,4,10,12,3,2,9,2,8,7,100,"Gary Johnson",4,5,"Republican",3,7,0,50,0
"Female","Female","No","Big City","Hispanic","Christian",5,8,"No",23,3,4,1,0,2,0,6,6,5,45,"Hillary Clinton",0,5,"Democratic",5,10,15,0,5
"Male","Male","No","Small Town","East Asian","Agnostic",6,4,"Yes",29,4,0,0,1,1,1,3,3,10,10000,"Chose not to vote",3,5,"Other",5,10,0,100,7
"Male","Male","No","Big City Subrub","White","Christian",8,3,"Yes",29,3.8,0,0,0,1,3,0,6,5,120,"Not eligible to vote",0,2,"Other",9,9,0,0,6
"Female","Female","No","Big City","White","Christian",9,2,"No",30,3.5,1,2,1,1,14,2,11,2,55,"Hillary Clinton",0,6,"Independent",7,7,0,50,2
"Female","Female","Yes","Big City Subrub","White","Christian",2,5,"Yes",27,3.3,20,16,9,2,3,3,6,9,150,"Chose not to vote",6,5,"Republican",5,8,0,100,1
"Female","Female","No","Small Town","White","Christian",2,7,"Yes",25,2.5,2,2,1,1,2,4,4,5,80,"Chose not to vote",2,5,"Other",7,3,50,0,3
"Female","Female","Yes","Big City Subrub","White","Christian",6,7,"Yes",32,3.7,10,13,0,0,2,3,4,5,350,"Donald Trump",3,6,"Independent",4,8,10,100,7
"Female","Female","No","Medium City","White","Christian",2,5,"Yes",25,3.6,4,5,0,1,5,3,5,6,80,"Hillary Clinton",0,3,"Democratic",3,9,0,50,5
"Female","Female","No","Big City Subrub","South Asian","Christian",9,0,"Yes",31,3.8,4,2,2,1,4,3,5,4,100,"Not eligible to vote",0,3,"Democratic",4,8,0,100,5
"Female","Female","No","Big City Subrub","Hispanic","Atheist",0,7,"No",26,3.6,6,0,0,1,7,3,6,6,50000,"Not eligible to vote",0,3,"Democratic",7,10,10,100,5
"Female","Female","No","Medium City","White","Christian",5,3,"Yes",24,4,6,6,7,3,4,5,4,6,70,"Not eligible to vote",0,0,"Democratic",4,7,0,100,10
"Male","Male","Yes","Big City","Hispanic","Christian",3,8,"Yes",22,2.1,12,12,3,2,2,5,6,10,110,"Hillary Clinton",0,7,"Democratic",4,6,10,30,7
"Female","Female","Yes","Big City Subrub","White","Christian",4,8,"Yes",28,4,5,8,1,1,1,6,4,5,75,"Jill Stein",0,7,"Republican",2,9,0,100,9
"Female","Female","No","Big City","Hispanic","Buddhist",1,1,"Yes",23,3.8,3,6,0,3,7,4,3,5,60,"Hillary Clinton",0,0,"Democratic",5,6,0,50,9
"Male","Male","No","Big City","East Asian","Agnostic",0,7,"Yes",32,3.2,0,0,0,0,1,1,2,10,150,"Not eligible to vote",8,5,"Other",8,8,0,90,10
"Male","Male","No","Small Town","White","Christian",1,3,"No",22,3,6,7,19,2,4,1,3,9,100,"Gary Johnson",5,2,"Democratic",1,6,10,90,7
"Female","Female","Yes","Big City Subrub","South Asian","Jewish",5,10,"Yes",32,3.6,15,20,4,3,5,10,50,5,100,"Hillary Clinton",5,5,"Republican",0,8,10,100,4
"Female","Female","No","Big City Subrub","South Asian","Hindu",6,7,"Yes",29,3.1,0,0,0,0,7,3,3,5,70,"Hillary Clinton",1,4,"Democratic",4,8,10,100,4
"Male","Male","No","Big City","Hispanic","Agnostic",4,0,"No",23,3.5,1,0,1,1,7,5,3,4,50,"Hillary Clinton",0,2,"Democratic",5,9,5,0,10
"Female","Female","Yes","Big City Subrub","White","Christian",5,10,"Yes",25,3.7,20,25,4,2,1,10,15,6,1000,"Donald Trump",5,7,"Republican",0,10,0,100,6
"Female","Female","No","Big City Subrub","South Asian","Agnostic",2,2,"No",34,3.8,0,0,0,0,2,3,12,10,300,"Not eligible to vote",0,2,"Independent",4,4,10,100,7
"Female","Female","No","Big City","White","Christian",5,7,"Yes",28,2.4,1,1,1,1,2,6,6,6,80,"Hillary Clinton",0,2,"Democratic",7,8,15,30,6
"Male","Male","No","Big City Subrub","White","Muslim",7,7,"Yes",36,2.4,27,21,2,1,5,2,3,4,90,"Donald Trump",0,8,"Independent",8,8,0,100,7
"Female","Female","No","Big City Subrub","White","Christian",5,0,"No",29,3.6,10,6,0,0,6,3,4,10,90,"Not eligible to vote",0,4,"Democratic",3,4,0,90,8
"Male","Male","No","Big City","Hispanic","Religious but not one of the above",1,9,"Yes",28,2.2,10,18,3,2,7,5,3,5,120,"Hillary Clinton",0,2,"Democratic",8,10,0,0,4
"Female","Female","No","Big City","Black","Christian",7,7,"Yes",29,3.9,2,1,0,3,10,4,7,5,80000,"Chose not to vote",5,5,"Other",5,9,0,100,7
"Female","Female","Yes","Big City Subrub","White","Jewish",4,8,"Yes",29,3.8,8,10,8,0,15,6,20,5,60,"Chose not to vote",5,6,"Republican",5,10,0,100,10
"Male","Male","No","Big City","Hispanic","Atheist",0,10,"Yes",23,3.6,0,0,1,0,1,3,3,5,80,"Hillary Clinton",0,4,"Democratic",7,10,0,0,6
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,0,"Yes",28,3,2,0,1,1,3,3,3,5,1000,"Not eligible to vote",1,3,"Democratic",1,5,0,80,2
"Female","Female","Yes","Medium City","White","Christian",2,0,"No",26,3.7,8,3,0,0,2,1,3,5,50,"Chose not to vote",5,4,"Democratic",5,10,0,60,8
"Female","Female","No","Big City","East Asian","Agnostic",1,6,"Yes",31,3.7,0,0,5,2,1,4,7,5,80,"Not eligible to vote",5,5,"Other",4,5,0,100,10
"Male","Male","No","Big City","East Asian","Atheist",0,9,"Yes",31,3.9,3,0,5,3,2,1,4,5,1000,"Not eligible to vote",4,3,"Democratic",7,4,0,100,10
"Male","Male","No","Small Town","East Asian","Religious but not one of the above",9,8,"Yes",36,3.5,11,0,0,0,5,0,0,4,10,"Not eligible to vote",5,0,"Democratic",0,6,0,80,9
"Male","Male","No","Medium City","East Asian","Agnostic",1,8,"Yes",33,3.8,0,0,0,0,1,4,7,8,450,"Hillary Clinton",2,4,"Democratic",5,9,0,50,9
"Female","Female","No","Big City Subrub","White","Christian",5,7,"Yes",29,3,6,10,4,1,2,2,6,7,80,"Hillary Clinton",3,6,"Republican",5,7,10,50,7
"Female","Female","Yes","Big City Subrub","White","Christian",6,4,"No",25,3.9,10,12,1,0,2,2,5,2,80,"Not eligible to vote",0,4,"Democratic",5,5,10,70,6
"Male","Male","No","Small Town","White","Christian",10,6,"No",31,3.9,3,0,0,0,0,1,4,5,120,"Not eligible to vote",8,8,"Republican",5,6,5,50,7
"Female","Female","No","Big City","Black","Religious but not one of the above",6,5,"Yes",22,2.7,3,0,6,2,3,3,6,5,70,"Chose not to vote",0,5,"Democratic",6,8,10,0,6
"Female","Female","No","Big City","Hispanic","Buddhist",3,9,"Yes",20,3.4,0,1,0,0,4,2,3,6,150,"Hillary Clinton",0,0,"Democratic",5,10,0,0,0
"Male","Male","No","Big City Subrub","East Asian","Atheist",0,5,"Yes",30,3.4,50,50,45,20,50,4,50,10,20000,"Donald Trump",9,10,"Green",10,8,40,100,0
"Male","Male","No","Big City","East Asian","Christian",5,5,"Yes",32,3.9,9,2,4,1,4,4,4,4,100,"Not eligible to vote",3,2,"Independent",6,7,25,30,3
"Female","Female","No","Big City Subrub","White","Christian",6,5,"No",25,4,8,15,0,0,5,3,9,4,100,"Not eligible to vote",5,4,"Republican",5,2,10,80,5
"Male","Male","No","Small Town","White","Religious but not one of the above",5,4,"No",23,3.4,1,1,1,1,3,2,5,3,80,"Jill Stein",0,2,"Democratic",9,6,10,0,4
"Male","Male","Yes","Small Town","White","Christian",3,3,"Yes",28,3.5,6,23,1,1,5,2,10,5,75,"Not eligible to vote",6,4,"Democratic",3,7,5,50,7
"Male","Male","No","Big City Subrub","East Asian","Christian",7,8,"Yes",31,4,3,3,0,4,4,5,6,8,10000,"Hillary Clinton",5,5,"Democratic",2,7,0,50,5
"Female","Female","Yes","Big City Subrub","White","Christian",1,7,"Yes",35,3.9,20,30,2,1,5,1,10,5,100,"Hillary Clinton",0,5,"Other",6,8,0,100,6
"Male","Male","No","Big City","East Asian","Atheist",0,8,"Yes",29,3,2,2,10,4,1,3,4,8,10000,"Not eligible to vote",0,5,"Other",8,8,30,100,5
"Female","Female","No","Medium City","Hispanic","Christian",10,4,"No",18,3.2,0,0,4,0,8,10,50,5,1000,"Donald Trump",0,0,"Republican",5,8,0,0,5
"Female","Female","No","Medium City","East Asian","Buddhist",5,8,"Yes",31,3.9,0,0,0,0,3,2,4,10,100,"Not eligible to vote",7,6,"Other",5,9,0,90,8
"Female","Female","No","Big City Subrub","Hispanic","Agnostic",5,7,"Yes",21,3.8,12,12,7,0,3,2,4,5,99999,"Hillary Clinton",0,3,"Democratic",8,8,10,30,10
"Male","Male","No","Big City","East Asian","Religious but not one of the above",0,4,"Yes",30,4,1,0,0,3,1,2,2,6,10000,"Not eligible to vote",5,5,"Other",4,4,0,100,0
"Female","Female","Yes","Big City Subrub","Black","Christian",5,5,"Yes",21,3.1,6,5,0,0,2,5,10,5,200,"Hillary Clinton",0,2,"Democratic",5,8,35,80,5
"Male","Male","No","Small Town","East Asian","Atheist",0,7,"Yes",35,3.7,0,0,0,0,5,1,5,7,150,"Not eligible to vote",0,2,"Democratic",5,9,0,100,7
"Female","Female","No","Big City","Black","Christian",7,5,"No",21,3.6,6,1,0,0,4,6,3,2,600,"Chose not to vote",1,4,"Other",6,7,0,80,7
"Female","Female","Yes","Big City Subrub","White","Christian",10,1,"No",28,3.9,10,6,2,1,9,4,6,5,150,"Not eligible to vote",0,6,"Other",4,8,0,10,5
"Male","Male","No","Big City Subrub","East Asian","Christian",7,3,"No",22,3.7,12,10,5,1,2,5,5,9,200,"Hillary Clinton",0,2,"Democratic",7,8,35,20,5
"Female","Female","No","Big City Subrub","Other","Christian",10,0,"No",24,3,0,7,0,1,2,5,5,5,500,"Hillary Clinton",0,0,"Democratic",6,5,30,0,5
"Female","Female","No","Big City Subrub","South Asian","Hindu",7,5,"Yes",27,4,0,0,0,0,7,3,4,5,150,"Not eligible to vote",0,3,"Democratic",5,9,0,100,8
"Male","Male","No","Medium City","East Asian","Christian",5,4,"No",21,3.5,5,5,2,2,2,10,4,7,300,"Chose not to vote",6,5,"Democratic",5,5,0,100,10
"Male","Male","Yes","Medium City","White","Christian",4,6,"Yes",27,4,0,50,50,0,5,3,4,10,80,"Donald Trump",10,10,"Republican",6,6,0,40,10
"Female","Female","No","Big City","Black","Christian",2,6,"No",20,2,7,10,1,1,28,5,6,8,1000,"Hillary Clinton",0,1,"Democratic",6,10,20,90,9
"Male","Male","No","Big City Subrub","White","Christian",8,6,"Yes",23,3.2,0,0,0,1,6,5,3,5,30,"Not eligible to vote",1,5,"Republican",5,9,0,100,6
"Female","Female","No","Big City","East Asian","Atheist",0,0,"Yes",25,3.2,6,10,4,8,12,10,10,10,500,"Chose not to vote",2,4,"Republican",5,7,0,100,0
"Female","Female","No","Big City Subrub","East Asian","Christian",10,7,"Yes",27,3.3,0,0,0,0,5,6,5,0,10,"Chose not to vote",5,7,"Democratic",5,10,15,0,2
"Male","Male","No","Big City","East Asian","Agnostic",0,3,"Yes",31,2.5,0,0,0,0,2,1,3,10,10000,"Not eligible to vote",5,0,"Republican",10,10,0,100,1
"Male","Male","No","Big City Subrub","South Asian","Agnostic",1,6,"Yes",28,3.2,6,5,0,0,4,1,3,7,500,"Not eligible to vote",0,3,"Democratic",5,8,0,100,8
"Male","Male","No","Medium City","East Asian","Buddhist",4,8,"Yes",32,3.9,0,0,10,1,2,4,4,7,5000,"Not eligible to vote",5,5,"Other",8,7,0,100,0
"Male","Male","No","Big City Subrub","Black","Christian",10,0,"Yes",19,2.2,0,0,1,1,0,2,9,10,190,"Chose not to vote",0,5,"Democratic",10,1,5,0,10
"Female","Female","No","Big City","Other","Christian",8,1,"Yes",21,3.5,15,10,2,3,0,10,2,10,120,"Hillary Clinton",0,4,"Democratic",4,7,0,60,10
"Male","Male","No","Big City","East Asian","Atheist",3,7,"Yes",36,4,0,0,1,1,15,4,15,3,1000,"Not eligible to vote",2,2,"Other",3,10,0,100,9
"Female","Female","No","Big City","White","Christian",4,9,"Yes",32,3.9,5,6,0,0,3,3,4,5,100,"Not eligible to vote",1,3,"Other",5,9,0,100,1
"Female","Female","No","Big City Subrub","East Asian","Agnostic",2,6,"Yes",34,2.8,3,2,2,1,2,4,6,9,90,"Hillary Clinton",0,3,"Democratic",2,6,0,70,6
"Female","Female","No","Big City Subrub","Hispanic","Christian",5,5,"Yes",25,2.9,6,0,1,0,4,4,7,5,1000,"Hillary Clinton",0,3,"Democratic",5,8,10,60,0
"Female","Female","No","Big City Subrub","Hispanic","Christian",5,6,"Yes",22,3.6,12,21,2,1,0,5,7,6,90,"Hillary Clinton",0,0,"Libertarian",4,0,30,0,8
"Female","Female","No","Big City","Hispanic","Christian",0,8,"Yes",27,3,0,10,1,1,7,5,7,5,50,"Hillary Clinton",0,3,"Democratic",5,9,20,0,3
"Female","Female","Yes","Small Town","White","Christian",1,5,"No",24,3.6,3,10,3,1,2,3,4,0,80,"Chose not to vote",0,4,"Democratic",5,8,0,90,8
"Male","Male","No","Small Town","Other","Christian",8,0,"No",23,3.4,0,20,2,2,0,2,2,10,200,"Chose not to vote",0,5,"Other",4,8,0,100,7
"Female","Female","No","Big City Subrub","East Asian","Christian",7,7,"Yes",26,4,0,0,0,0,7,3,5,3,50,"Not eligible to vote",0,4,"Democratic",4,8,0,60,5
"Female","Female","No","Medium City","White","Christian",5,9,"Yes",28,4,2,0,0,0,7,2,10,5,100,"Not eligible to vote",5,5,"Republican",7,10,20,100,10
"Female","Female","No","Big City Subrub","White","Agnostic",2,1,"No",28,3.6,6,6,3,1,4,3,3,3,75,"Hillary Clinton",0,0,"Democratic",4,10,0,100,7
"Male","Male","No","Big City","East Asian","Atheist",5,6,"Yes",28,3.7,0,0,0,2,3,2,3,5,80,"Not eligible to vote",5,5,"Other",5,8,10,100,5
"Male","Male","No","Medium City","East Asian","Buddhist",0,7,"Yes",27,3.7,0,0,0,0,5,4,5,8,2000,"Not eligible to vote",6,4,"Other",5,9,0,30,9
"Female","Female","No","Big City Subrub","East Asian","Buddhist",6,6,"Yes",28,3.3,3,0,0,0,7,10,5,5,10,"Not eligible to vote",5,5,"Other",5,10,5,100,7
"Female","Female","No","Big City Subrub","White","Christian",5,2,"Yes",31,3,10,30,4,2,3,10,3,5,200,"Not eligible to vote",0,3,"Other",4,8,0,100,0
"Female","Female","Yes","Big City","Hispanic","Religious but not one of the above",3,2,"No",24,3.7,10,8,7,2,4,5,10,8,70,"Hillary Clinton",0,2,"Democratic",7,9,5,10,1
"Male","Male","No","Big City","Hispanic","Atheist",0,6,"Yes",21,3.2,0,0,1,1,1,2,3,0,1,"Hillary Clinton",0,5,"Other",10,7,10,10,0
"Male","Male","No","Big City Subrub","White","Atheist",1,8,"Yes",28,3.1,8,15,1,1,1,0,10,5,100,"Hillary Clinton",2,3,"Democratic",4,7,0,90,2
"Male","Male","No","Big City Subrub","South Asian","Hindu",0,8,"Yes",34,2.9,1,0,2,0,2,2,7,6,300,"Chose not to vote",5,5,"Independent",7,8,0,100,3
"Female","Female","Yes","Big City","South Asian","Muslim",5,0,"Yes",23,2.8,0,0,0,0,1,5,5,0,100,"Hillary Clinton",0,0,"Democratic",5,8,0,10,6
"Female","Female","No","Medium City","East Asian","Atheist",0,1,"No",25,3,0,0,13,1,1,1,8,5,55,"Chose not to vote",0,5,"Democratic",4,10,0,100,3
"Female","Female","No","Big City","East Asian","Religious but not one of the above",0,7,"Yes",34,3.6,1,0,0,0,4,3,1,5,15,"Not eligible to vote",5,5,"Other",4,9,0,100,3
"Male","Male","No","Small Town","White","Christian",8,5,"No",22,3.2,0,0,5,2,3,2,4,9,115,"Not eligible to vote",0,5,"Independent",5,7,0,0,7
"Female","Female","No","Big City Subrub","East Asian","Buddhist",7,6,"Yes",31,3.8,4,6,1,1,5,1,4,3,50,"Hillary Clinton",5,5,"Independent",3,6,0,100,7
"Male","Male","No","Big City Subrub","East Asian","Buddhist",4,6,"Yes",27,3.8,1,0,7,0,1,1,4,7,20,"Not eligible to vote",4,6,"Other",7,5,0,100,3
"Male","Male","Yes","Medium City","South Asian","Agnostic",0,5,"Yes",32,3.1,6,10,3,2,3,4,2,7,250,"Hillary Clinton",0,3,"Democratic",0,6,10,100,8
"Female","Female","No","Big City","Hispanic","Christian",2,6,"Yes",21,3.6,6,4,1,1,4,6,5,6,20,"Not eligible to vote",0,5,"Democratic",2,9,0,100,0
"Female","Female","No","Big City Subrub","Hispanic","Christian",7,8,"Yes",29,2.8,4,8,0,0,4,6,5,5,80,"Hillary Clinton",0,2,"Democratic",7,10,10,0,5
"Female","Female","No","Big City Subrub","White","Christian",7,0,"No",30,4,6,4,0,1,3,2,8,5,200,"Not eligible to vote",3,4,"Democratic",6,8,5,90,8
"Female","Female","No","Big City Subrub","Hispanic","Christian",8,3,"Yes",31,4,7,8,0,1,5,4,2,0,90,"Not eligible to vote",0,2,"Democratic",2,10,0,100,6
